:START_ID,:END_ID,:TYPE
Q829508,Q7420071,INFLUENCED
Q2370,Q4046509,INFLUENCED
Q169906,Q10392247,INFLUENCED
Q1215941,Q27649169,INFLUENCED
Q48301,Q969266,INFLUENCED
Q311854,Q3331525,INFLUENCED
Q1665970,Q135728738,INFLUENCED
Q123397624,Q133573233,INFLUENCED
Q312657,Q83338,INFLUENCED
Q55215,Q121696382,INFLUENCED
Q194402,Q312096,INFLUENCED
Q135070657,Q135069909,INFLUENCED
Q28865,Q5615658,INFLUENCED
Q33240,Q16236029,INFLUENCED
Q19697,Q156523,INFLUENCED
Q7668683,Q201641,INFLUENCED
Q35064,Q232260,INFLUENCED
Q484885,Q524822,INFLUENCED
Q2439397,Q887903,INFLUENCED
Q962043,Q483407,INFLUENCED
Q46599,Q172911,INFLUENCED
Q40185,Q627787,INFLUENCED
Q44258,Q437869,INFLUENCED
Q3989687,Q92990314,INFLUENCED
Q2147731,Q3536067,INFLUENCED
Q85695339,Q89406785,INFLUENCED
Q699740,Q683344,INFLUENCED
Q126826,Q190155,INFLUENCED
Q182950,Q131295817,INFLUENCED
Q381994,Q8041259,INFLUENCED
Q370046,Q3129354,INFLUENCED
Q11116,Q60832065,INFLUENCED
Q188436,Q2160963,INFLUENCED
Q750179,Q260441,INFLUENCED
Q40096,Q114102180,INFLUENCED
Q1818079,Q1383645,INFLUENCED
Q3295548,Q516298,INFLUENCED
Q5961204,Q124003407,INFLUENCED
Q3305177,Q41176090,INFLUENCED
Q991,Q6276882,INFLUENCED
Q63369,Q57112,INFLUENCED
Q19697,Q11904,INFLUENCED
Q169566,Q11577423,INFLUENCED
Q75461896,Q131722434,INFLUENCED
Q9312,Q7609759,INFLUENCED
Q550722,Q562952,INFLUENCED
Q867808,Q104798,INFLUENCED
Q15869,Q1382732,INFLUENCED
Q185928,Q318475,INFLUENCED
Q296734,Q30487,INFLUENCED
Q213512,Q449959,INFLUENCED
Q193670,Q59532287,INFLUENCED
Q1661036,Q123698386,INFLUENCED
Q7298,Q712851,INFLUENCED
Q134147,Q7548994,INFLUENCED
Q34166,Q79318422,INFLUENCED
Q558933,Q708172,INFLUENCED
Q4881320,Q136535301,INFLUENCED
Q337373,Q312405,INFLUENCED
Q409,Q6711001,INFLUENCED
Q189117,Q443136,INFLUENCED
Q1450279,Q11331851,INFLUENCED
Q42156,Q3170621,INFLUENCED
Q181900,Q220450,INFLUENCED
Q44272,Q30143889,INFLUENCED
Q45970,Q106527213,INFLUENCED
Q234356,Q52306598,INFLUENCED
Q27864112,Q116727730,INFLUENCED
Q54901464,Q117439576,INFLUENCED
Q8341,Q1620897,INFLUENCED
Q9387,Q11362528,INFLUENCED
Q193664,Q154367,INFLUENCED
Q583259,Q130226110,INFLUENCED
Q59484397,Q113687967,INFLUENCED
Q235946,Q132701,INFLUENCED
Q455292,Q6461761,INFLUENCED
Q722738,Q957748,INFLUENCED
Q832086,Q182223,INFLUENCED
Q3188581,Q3265622,INFLUENCED
Q235077,Q1857514,INFLUENCED
Q41576,Q120754603,INFLUENCED
Q35155,Q312853,INFLUENCED
Q983355,Q2277088,INFLUENCED
Q704230,Q1362287,INFLUENCED
Q5725087,Q55375957,INFLUENCED
Q2045726,Q3636299,INFLUENCED
Q973104,Q4894689,INFLUENCED
Q3008160,Q969107,INFLUENCED
Q9056991,Q11681384,INFLUENCED
Q180099,Q56759342,INFLUENCED
Q504,Q529001,INFLUENCED
Q131144,Q745757,INFLUENCED
Q315871,Q648051,INFLUENCED
Q4894015,Q55988171,INFLUENCED
Q110698,Q18763781,INFLUENCED
Q1772945,Q121602298,INFLUENCED
Q121506337,Q115268370,INFLUENCED
Q143357,Q128809188,INFLUENCED
Q472697,Q909,INFLUENCED
Q48319,Q447963,INFLUENCED
Q192725,Q202314,INFLUENCED
Q102585,Q60070,INFLUENCED
Q77012,Q91137,INFLUENCED
Q105487,Q462109,INFLUENCED
Q1559467,Q30015784,INFLUENCED
Q448,Q16163826,INFLUENCED
Q323294,Q18734466,INFLUENCED
Q11730,Q44517,INFLUENCED
Q22583029,Q22661350,INFLUENCED
Q494547,Q862127,INFLUENCED
Q9047,Q76997,INFLUENCED
Q207872,Q381047,INFLUENCED
Q2306,Q462380,INFLUENCED
Q46373,Q21064326,INFLUENCED
Q201436,Q57016392,INFLUENCED
Q586994,Q939908,INFLUENCED
Q652595,Q3133468,INFLUENCED
Q519534,Q54855070,INFLUENCED
Q161696,Q3111491,INFLUENCED
Q5191146,Q107654158,INFLUENCED
Q11649,Q845790,INFLUENCED
Q957024,Q938849,INFLUENCED
Q9077,Q214622,INFLUENCED
Q2860094,Q5497876,INFLUENCED
Q313453,Q116753233,INFLUENCED
Q55767,Q96745378,INFLUENCED
Q189366,Q40890249,INFLUENCED
Q4939864,Q4765569,INFLUENCED
Q5947466,Q80897298,INFLUENCED
Q1354277,Q5478805,INFLUENCED
Q13515,Q5140474,INFLUENCED
Q215215,Q19810390,INFLUENCED
Q78477,Q509262,INFLUENCED
Q156386,Q3665362,INFLUENCED
Q235014,Q102046737,INFLUENCED
Q544387,Q714,INFLUENCED
Q4583,Q187019,INFLUENCED
Q15777,Q5005846,INFLUENCED
Q9438,Q4887305,INFLUENCED
Q597330,Q2992227,INFLUENCED
Q6882,Q105756,INFLUENCED
Q9391,Q95316305,INFLUENCED
Q132874,Q51798,INFLUENCED
Q845759,Q175097,INFLUENCED
Q6512,Q176909,INFLUENCED
Q42443,Q3048,INFLUENCED
Q64129,Q12228454,INFLUENCED
Q791043,Q47482420,INFLUENCED
Q1293678,Q100252598,INFLUENCED
Q702525,Q1022213,INFLUENCED
Q64996014,Q98157720,INFLUENCED
Q315175,Q878864,INFLUENCED
Q504,Q2189580,INFLUENCED
Q3753043,Q2947051,INFLUENCED
Q132952,Q123004415,INFLUENCED
Q57066,Q57100,INFLUENCED
Q388,Q14116,INFLUENCED
Q93354,Q313466,INFLUENCED
Q20710,Q609441,INFLUENCED
Q60926853,Q107290639,INFLUENCED
Q706526,Q7056519,INFLUENCED
Q11629,Q6309515,INFLUENCED
Q10497367,Q47635692,INFLUENCED
Q296804,Q1001114,INFLUENCED
Q283487,Q89063842,INFLUENCED
Q1299,Q180224,INFLUENCED
Q171128,Q6795945,INFLUENCED
Q18918119,Q1295753,INFLUENCED
Q14185,Q28818299,INFLUENCED
Q157256,Q355411,INFLUENCED
Q76364,Q119700024,INFLUENCED
Q113958304,Q135069909,INFLUENCED
Q62766,Q104650169,INFLUENCED
Q10708,Q72092,INFLUENCED
Q41421,Q16223490,INFLUENCED
Q1341343,Q862461,INFLUENCED
Q156300,Q938849,INFLUENCED
Q123190,Q2846455,INFLUENCED
Q7604,Q447071,INFLUENCED
Q27859573,Q130214849,INFLUENCED
Q3015878,Q116914079,INFLUENCED
Q1744,Q19810390,INFLUENCED
Q33989,Q118976849,INFLUENCED
Q2272493,Q121357173,INFLUENCED
Q111436,Q991563,INFLUENCED
Q217213,Q3531897,INFLUENCED
Q4690042,Q5593,INFLUENCED
Q77287,Q52324182,INFLUENCED
Q12870623,Q20561203,INFLUENCED
Q38392,Q582330,INFLUENCED
Q527206,Q21464211,INFLUENCED
Q334323,Q5939170,INFLUENCED
Q99884622,Q122822789,INFLUENCED
Q461853,Q684481,INFLUENCED
Q862223,Q730046,INFLUENCED
Q872142,Q47085078,INFLUENCED
Q7243,Q61723,INFLUENCED
Q41166,Q319196,INFLUENCED
Q4441,Q12866582,INFLUENCED
Q9391,Q76519,INFLUENCED
Q6943319,Q7660445,INFLUENCED
Q10708,Q217025,INFLUENCED
Q335011,Q6195030,INFLUENCED
Q353915,Q1927910,INFLUENCED
Q4965901,Q120484427,INFLUENCED
Q131285,Q717239,INFLUENCED
Q9049,Q63644956,INFLUENCED
Q2400211,Q6908412,INFLUENCED
Q158181,Q22676303,INFLUENCED
Q553449,Q26239978,INFLUENCED
Q123190,Q28100053,INFLUENCED
Q7599417,Q118496777,INFLUENCED
Q116202175,Q118496622,INFLUENCED
Q270735,Q6695634,INFLUENCED
Q12439,Q116263064,INFLUENCED
Q7198,Q1067,INFLUENCED
Q296,Q2835005,INFLUENCED
Q229264,Q902205,INFLUENCED
Q1512,Q6079103,INFLUENCED
Q11310723,Q8058126,INFLUENCED
Q6882,Q704931,INFLUENCED
Q231141,Q37122489,INFLUENCED
Q15948,Q2036141,INFLUENCED
Q47670,Q486688,INFLUENCED
Q175195,Q224650,INFLUENCED
Q311802,Q1343858,INFLUENCED
Q1068713,Q550602,INFLUENCED
Q62766,Q103868817,INFLUENCED
Q12003,Q41594,INFLUENCED
Q128560,Q270648,INFLUENCED
Q53068,Q69440,INFLUENCED
Q1522649,Q6291218,INFLUENCED
Q431362,Q116857704,INFLUENCED
Q61064,Q657402,INFLUENCED
Q6792536,Q7429075,INFLUENCED
Q43432,Q213736,INFLUENCED
Q7243,Q893765,INFLUENCED
Q7607065,Q16856329,INFLUENCED
Q131721,Q908559,INFLUENCED
Q118136111,Q118136205,INFLUENCED
Q983343,Q9008022,INFLUENCED
Q43270,Q5599,INFLUENCED
Q234138,Q104844158,INFLUENCED
Q3478100,Q1048593,INFLUENCED
Q2370,Q319268,INFLUENCED
Q1225,Q744019,INFLUENCED
Q142636,Q5494459,INFLUENCED
Q207359,Q44272,INFLUENCED
Q381994,Q778109,INFLUENCED
Q3528191,Q69358316,INFLUENCED
Q93346,Q125603,INFLUENCED
Q77017,Q47208,INFLUENCED
Q538846,Q822832,INFLUENCED
Q81244,Q39803,INFLUENCED
Q43343,Q3399109,INFLUENCED
Q5589,Q116884447,INFLUENCED
Q1299,Q979361,INFLUENCED
Q23848,Q104326,INFLUENCED
Q36153,Q99292841,INFLUENCED
Q3135787,Q7196456,INFLUENCED
Q208125,Q325930,INFLUENCED
Q935,Q835863,INFLUENCED
Q115173834,Q110260208,INFLUENCED
Q938972,Q26214499,INFLUENCED
Q2821183,Q156268,INFLUENCED
Q2438494,Q380802,INFLUENCED
Q1225,Q841514,INFLUENCED
Q1066024,Q730046,INFLUENCED
Q4393569,Q97315603,INFLUENCED
Q179126,Q1001,INFLUENCED
Q111674540,Q134475701,INFLUENCED
Q1063336,Q15130689,INFLUENCED
Q38082,Q167475,INFLUENCED
Q115641930,Q123437889,INFLUENCED
Q28495524,Q3130630,INFLUENCED
Q131805,Q2915527,INFLUENCED
Q34389,Q41594,INFLUENCED
Q163468,Q8042469,INFLUENCED
Q600,Q48280221,INFLUENCED
Q4846312,Q98834404,INFLUENCED
Q24925,Q6173051,INFLUENCED
Q132874,Q6007730,INFLUENCED
Q1417221,Q2465713,INFLUENCED
Q1268,Q12084260,INFLUENCED
Q9215,Q6276882,INFLUENCED
Q1209674,Q47100,INFLUENCED
Q42,Q21063570,INFLUENCED
Q9068,Q1064,INFLUENCED
Q446748,Q41360496,INFLUENCED
Q2443658,Q20901716,INFLUENCED
Q20739078,Q5625339,INFLUENCED
Q35489136,Q21165478,INFLUENCED
Q5545622,Q5302070,INFLUENCED
Q28865,Q118152673,INFLUENCED
Q78513,Q84423,INFLUENCED
Q389731,Q4226284,INFLUENCED
Q447308,Q60438969,INFLUENCED
Q1321127,Q8063398,INFLUENCED
Q107965855,Q107654158,INFLUENCED
Q859,Q9204,INFLUENCED
Q160640,Q3298657,INFLUENCED
Q41576,Q122389299,INFLUENCED
Q2166735,Q6778754,INFLUENCED
Q3309104,Q482477,INFLUENCED
Q514553,Q11909970,INFLUENCED
Q62717963,Q4667901,INFLUENCED
Q3470413,Q15649098,INFLUENCED
Q3572062,Q136464169,INFLUENCED
Q107610606,Q273585,INFLUENCED
Q188969,Q213736,INFLUENCED
Q1410365,Q15429640,INFLUENCED
Q87453032,Q1406925,INFLUENCED
Q76518,Q909,INFLUENCED
Q780920,Q50308939,INFLUENCED
Q356490,Q255355,INFLUENCED
Q128381,Q106049288,INFLUENCED
Q1447521,Q116856138,INFLUENCED
Q78496,Q2980151,INFLUENCED
Q272610,Q7931912,INFLUENCED
Q47208,Q675780,INFLUENCED
Q11649,Q55815169,INFLUENCED
Q30749691,Q906428,INFLUENCED
Q5715883,Q111116659,INFLUENCED
Q277472,Q17518876,INFLUENCED
Q154340,Q159907,INFLUENCED
Q12253983,Q113865963,INFLUENCED
Q73646,Q711288,INFLUENCED
Q193140,Q114242594,INFLUENCED
Q44968,Q1131794,INFLUENCED
Q494547,Q47482420,INFLUENCED
Q849146,Q7630640,INFLUENCED
Q7599417,Q118496837,INFLUENCED
Q22018863,Q89977378,INFLUENCED
Q41576,Q113640317,INFLUENCED
Q153024,Q732513,INFLUENCED
Q852738,Q6040912,INFLUENCED
Q208767,Q3394814,INFLUENCED
Q202041,Q182223,INFLUENCED
Q189758,Q1478077,INFLUENCED
Q1033047,Q2412660,INFLUENCED
Q7837812,Q42316225,INFLUENCED
Q10132,Q67372349,INFLUENCED
Q192112,Q56854980,INFLUENCED
Q299138,Q107284412,INFLUENCED
Q40909,Q15647092,INFLUENCED
Q835,Q30051005,INFLUENCED
Q82083,Q93356,INFLUENCED
Q5543115,Q119114589,INFLUENCED
Q23858,Q220308,INFLUENCED
Q983344,Q105845694,INFLUENCED
Q2425113,Q50042910,INFLUENCED
Q263016,Q879172,INFLUENCED
Q47284,Q121696382,INFLUENCED
Q199125,Q122705644,INFLUENCED
Q163366,Q132701,INFLUENCED
Q28843759,Q115388935,INFLUENCED
Q148732,Q562596,INFLUENCED
Q41513,Q315362,INFLUENCED
Q15920,Q18852,INFLUENCED
Q12061522,Q5090723,INFLUENCED
Q113958304,Q133573233,INFLUENCED
Q452130,Q6004641,INFLUENCED
Q361456,Q3263508,INFLUENCED
Q1402369,Q126811437,INFLUENCED
Q3042309,Q99292841,INFLUENCED
Q15777,Q251,INFLUENCED
Q2331,Q202314,INFLUENCED
Q64996014,Q89525498,INFLUENCED
Q115641930,Q38203565,INFLUENCED
Q42934,Q16680386,INFLUENCED
Q128381,Q105949920,INFLUENCED
Q43270,Q54855070,INFLUENCED
Q44122,Q746182,INFLUENCED
Q731721,Q89942436,INFLUENCED
Q392,Q440100,INFLUENCED
Q1242484,Q123543092,INFLUENCED
Q57940,Q1081269,INFLUENCED
Q107000,Q64217700,INFLUENCED
Q180727,Q56686036,INFLUENCED
Q228909,Q15897,INFLUENCED
Q179777,Q79462785,INFLUENCED
Q187336,Q9287822,INFLUENCED
Q30755,Q456991,INFLUENCED
Q1534282,Q10319684,INFLUENCED
Q854807,Q517390,INFLUENCED
Q192463,Q3378767,INFLUENCED
Q207445,Q2275181,INFLUENCED
Q179282,Q323316,INFLUENCED
Q216466,Q16375930,INFLUENCED
Q40572,Q116857704,INFLUENCED
Q332032,Q221494,INFLUENCED
Q9730,Q355341,INFLUENCED
Q189382,Q315811,INFLUENCED
Q4766425,Q16194164,INFLUENCED
Q105756,Q234819,INFLUENCED
Q24284602,Q47361527,INFLUENCED
Q26702907,Q20675908,INFLUENCED
Q991,Q76409,INFLUENCED
Q132984,Q379612,INFLUENCED
Q179051,Q3814814,INFLUENCED
Q181659,Q319196,INFLUENCED
Q707328,Q3310725,INFLUENCED
Q34661,Q44032,INFLUENCED
Q317040,Q12867435,INFLUENCED
Q935,Q37160,INFLUENCED
Q148234,Q1333848,INFLUENCED
Q23434,Q721345,INFLUENCED
Q28974,Q10708,INFLUENCED
Q207960,Q103857923,INFLUENCED
Q41576,Q106049481,INFLUENCED
Q487919,Q483407,INFLUENCED
Q6694,Q58793,INFLUENCED
Q219772,Q31283512,INFLUENCED
Q17477937,Q90622172,INFLUENCED
Q9061,Q2036141,INFLUENCED
Q207773,Q1356888,INFLUENCED
Q6471623,Q29511633,INFLUENCED
Q156268,Q17385883,INFLUENCED
Q9191,Q53449481,INFLUENCED
Q41532,Q41431508,INFLUENCED
Q93781,Q20240991,INFLUENCED
Q335011,Q276510,INFLUENCED
Q134189,Q9235,INFLUENCED
Q466471,Q3302079,INFLUENCED
Q3018825,Q218532,INFLUENCED
Q7542,Q3025396,INFLUENCED
Q42478,Q2005,INFLUENCED
Q48319,Q381248,INFLUENCED
Q3998941,Q644856,INFLUENCED
Q302,Q124609146,INFLUENCED
Q55391,Q28028,INFLUENCED
Q5812,Q64347071,INFLUENCED
Q5928,Q27954873,INFLUENCED
Q315220,Q66858,INFLUENCED
Q56635,Q2543106,INFLUENCED
Q3776786,Q19840699,INFLUENCED
Q6233842,Q3290222,INFLUENCED
Q1624231,Q9240,INFLUENCED
Q2707044,Q991825,INFLUENCED
Q2407,Q22709094,INFLUENCED
Q44086,Q914489,INFLUENCED
Q48801044,Q27054970,INFLUENCED
Q185107,Q1932735,INFLUENCED
Q442931,Q5411217,INFLUENCED
Q60080,Q160640,INFLUENCED
Q15948,Q231349,INFLUENCED
Q148732,Q104266,INFLUENCED
Q927618,Q409,INFLUENCED
Q1299,Q7736862,INFLUENCED
Q158997,Q10320719,INFLUENCED
Q312258,Q55128479,INFLUENCED
Q15542603,Q69358316,INFLUENCED
Q492677,Q47482420,INFLUENCED
Q203736,Q11859341,INFLUENCED
Q44892,Q482964,INFLUENCED
Q10373698,Q10290341,INFLUENCED
Q51545,Q3085937,INFLUENCED
Q36423,Q123474569,INFLUENCED
Q36591,Q8016014,INFLUENCED
Q235086,Q406009,INFLUENCED
Q55400,Q599392,INFLUENCED
Q82545,Q826255,INFLUENCED
Q104326,Q2413003,INFLUENCED
Q174291,Q11242779,INFLUENCED
Q792976,Q76331679,INFLUENCED
Q7197,Q5591230,INFLUENCED
Q848590,Q112624224,INFLUENCED
Q447030,Q1237463,INFLUENCED
Q314256,Q245257,INFLUENCED
Q575650,Q118152673,INFLUENCED
Q76321208,Q3369770,INFLUENCED
Q47670,Q203871,INFLUENCED
Q959212,Q6711031,INFLUENCED
Q826185,Q136514496,INFLUENCED
Q172505,Q959167,INFLUENCED
Q203674,Q184226,INFLUENCED
Q6917040,Q108214721,INFLUENCED
Q2854131,Q4158093,INFLUENCED
Q169906,Q2897472,INFLUENCED
Q364731,Q6038548,INFLUENCED
Q2428476,Q7133637,INFLUENCED
Q2897209,Q104668,INFLUENCED
Q41576,Q120769039,INFLUENCED
Q124025,Q817424,INFLUENCED
Q11917802,Q124155176,INFLUENCED
Q504,Q965927,INFLUENCED
Q211731,Q354867,INFLUENCED
Q44892,Q556728,INFLUENCED
Q179541,Q268322,INFLUENCED
Q574144,Q305497,INFLUENCED
Q11903,Q9047,INFLUENCED
Q8023,Q69358316,INFLUENCED
Q318475,Q1538925,INFLUENCED
Q11685,Q110904224,INFLUENCED
Q7195366,Q100793353,INFLUENCED
Q23848,Q3437069,INFLUENCED
Q1037983,Q119344,INFLUENCED
Q47871,Q15042553,INFLUENCED
Q5873689,Q109717742,INFLUENCED
Q3047490,Q41347918,INFLUENCED
Q57247,Q45909,INFLUENCED
Q285445,Q1162521,INFLUENCED
Q46405,Q40826,INFLUENCED
Q207720,Q12242366,INFLUENCED
Q5912,Q108908,INFLUENCED
Q4718531,Q1680038,INFLUENCED
Q43423,Q453440,INFLUENCED
Q636,Q243059,INFLUENCED
Q30121936,Q121636735,INFLUENCED
Q298658,Q123397624,INFLUENCED
Q757143,Q9149801,INFLUENCED
Q716331,Q433603,INFLUENCED
Q40912,Q277551,INFLUENCED
Q134393110,Q92990314,INFLUENCED
Q1525640,Q274681,INFLUENCED
Q229498,Q2407365,INFLUENCED
Q9215,Q1827287,INFLUENCED
Q57684,Q4226680,INFLUENCED
Q329270,Q214237,INFLUENCED
Q352971,Q5516907,INFLUENCED
Q70781270,Q111031542,INFLUENCED
Q311655,Q841514,INFLUENCED
Q1723110,Q1672564,INFLUENCED
Q355245,Q937,INFLUENCED
Q148714,Q55080899,INFLUENCED
Q159592,Q335086,INFLUENCED
Q20103189,Q108199456,INFLUENCED
Q174957,Q23905341,INFLUENCED
Q472671,Q3624582,INFLUENCED
Q1746177,Q28868614,INFLUENCED
Q84287,Q1801886,INFLUENCED
Q188436,Q81571,INFLUENCED
Q57148782,Q89444734,INFLUENCED
Q11649,Q11904,INFLUENCED
Q5486311,Q4117019,INFLUENCED
Q4391858,Q117842642,INFLUENCED
Q3753043,Q11939403,INFLUENCED
Q42478,Q812964,INFLUENCED
Q1266340,Q136294,INFLUENCED
Q213512,Q1365298,INFLUENCED
Q318475,Q5217578,INFLUENCED
Q30755,Q4895798,INFLUENCED
Q5874485,Q54064244,INFLUENCED
Q449819,Q314079,INFLUENCED
Q7243,Q184656,INFLUENCED
Q5083,Q614905,INFLUENCED
Q92746,Q21030079,INFLUENCED
Q41532,Q3028585,INFLUENCED
Q3049533,Q114350146,INFLUENCED
Q11975,Q17403494,INFLUENCED
Q45650,Q180224,INFLUENCED
Q468160,Q6306445,INFLUENCED
Q464879,Q125988605,INFLUENCED
Q312585,Q211097,INFLUENCED
Q231106,Q4235,INFLUENCED
Q190155,Q484255,INFLUENCED
Q322172,Q6056440,INFLUENCED
Q223955,Q193670,INFLUENCED
Q11662,Q735029,INFLUENCED
Q5893298,Q1196186,INFLUENCED
Q1476957,Q2107503,INFLUENCED
Q83428,Q274681,INFLUENCED
Q939831,Q3857229,INFLUENCED
Q1001,Q50414311,INFLUENCED
Q110404166,Q110774391,INFLUENCED
Q463723,Q4112617,INFLUENCED
Q7199,Q83158,INFLUENCED
Q11401,Q7410145,INFLUENCED
Q381185,Q47005538,INFLUENCED
Q44461,Q18668276,INFLUENCED
Q835175,Q233397,INFLUENCED
Q218718,Q311779,INFLUENCED
Q2719078,Q16672007,INFLUENCED
Q60463,Q28975208,INFLUENCED
Q61650,Q62767,INFLUENCED
Q4648144,Q110647711,INFLUENCED
Q206832,Q931339,INFLUENCED
Q1399,Q62400,INFLUENCED
Q492327,Q113958304,INFLUENCED
Q271937,Q108659652,INFLUENCED
Q34389,Q11975,INFLUENCED
Q3307767,Q72275396,INFLUENCED
Q1327896,Q107920458,INFLUENCED
Q275003,Q433741,INFLUENCED
Q116878256,Q6030991,INFLUENCED
Q28152069,Q7356570,INFLUENCED
Q262712,Q102373326,INFLUENCED
Q193338,Q1538925,INFLUENCED
Q121507,Q1362169,INFLUENCED
Q2198813,Q5566457,INFLUENCED
Q2349474,Q134396919,INFLUENCED
Q13894,Q374754,INFLUENCED
Q217557,Q4954722,INFLUENCED
Q544575,Q47412068,INFLUENCED
Q274639,Q328131,INFLUENCED
Q1497888,Q61271,INFLUENCED
Q105756,Q452145,INFLUENCED
Q131018,Q2275355,INFLUENCED
Q999904,Q562402,INFLUENCED
Q296804,Q116752832,INFLUENCED
Q313453,Q60686947,INFLUENCED
Q37525,Q21163221,INFLUENCED
Q25303345,Q136521690,INFLUENCED
Q4296042,Q4074457,INFLUENCED
Q5603,Q20529219,INFLUENCED
Q229264,Q433741,INFLUENCED
Q128560,Q5628399,INFLUENCED
Q1393857,Q51191796,INFLUENCED
Q5577,Q233590,INFLUENCED
Q2963346,Q6309525,INFLUENCED
Q708028,Q65127638,INFLUENCED
Q240933,Q5386029,INFLUENCED
Q327317,Q98280824,INFLUENCED
Q106528420,Q119259589,INFLUENCED
Q154145,Q2977087,INFLUENCED
Q739609,Q9287822,INFLUENCED
Q312392,Q50004815,INFLUENCED
Q4028,Q19560068,INFLUENCED
Q154755,Q4036051,INFLUENCED
Q272076,Q7490014,INFLUENCED
Q314189,Q45970,INFLUENCED
Q558863,Q132594422,INFLUENCED
Q658773,Q98834404,INFLUENCED
Q971182,Q33333,INFLUENCED
Q12947992,Q42596,INFLUENCED
Q35548,Q3154105,INFLUENCED
Q511237,Q7803918,INFLUENCED
Q107432,Q261566,INFLUENCED
Q6882,Q1253264,INFLUENCED
Q83303,Q42979,INFLUENCED
Q79025,Q245355,INFLUENCED
Q536566,Q409,INFLUENCED
Q2831,Q20631266,INFLUENCED
Q1169219,Q1045827,INFLUENCED
Q194220,Q104650169,INFLUENCED
Q157271,Q3315816,INFLUENCED
Q765243,Q101505,INFLUENCED
Q6321725,Q9016482,INFLUENCED
Q7243,Q80440,INFLUENCED
Q150679,Q822982,INFLUENCED
Q915152,Q116296482,INFLUENCED
Q83155,Q704494,INFLUENCED
Q208767,Q1191761,INFLUENCED
Q714,Q180224,INFLUENCED
Q560716,Q2960096,INFLUENCED
Q35802,Q951460,INFLUENCED
Q217477,Q304373,INFLUENCED
Q15777,Q2407,INFLUENCED
Q9364,Q193670,INFLUENCED
Q290524,Q3336243,INFLUENCED
Q1853330,Q10319684,INFLUENCED
Q313453,Q124742946,INFLUENCED
Q1364766,Q188464,INFLUENCED
Q469681,Q25161,INFLUENCED
Q5361352,Q50324538,INFLUENCED
Q242725,Q123022135,INFLUENCED
Q5133407,Q110217201,INFLUENCED
Q9235,Q30143889,INFLUENCED
Q34670,Q4707411,INFLUENCED
Q3385778,Q115275305,INFLUENCED
Q4241202,Q106606516,INFLUENCED
Q351746,Q5820284,INFLUENCED
Q501,Q37767,INFLUENCED
Q177302,Q5547,INFLUENCED
Q1433169,Q916973,INFLUENCED
Q41576,Q106049541,INFLUENCED
Q84233,Q1066551,INFLUENCED
Q667389,Q188464,INFLUENCED
Q2566174,Q12017072,INFLUENCED
Q311378,Q254,INFLUENCED
Q133600,Q117006766,INFLUENCED
Q174817,Q484255,INFLUENCED
Q494547,Q5214306,INFLUENCED
Q689494,Q64589590,INFLUENCED
Q11761966,Q3566823,INFLUENCED
Q177725,Q6149449,INFLUENCED
Q355447,Q6862791,INFLUENCED
Q1305347,Q599226,INFLUENCED
Q17150563,Q550602,INFLUENCED
Q421615,Q3230385,INFLUENCED
Q713829,Q1052053,INFLUENCED
Q751880,Q261846,INFLUENCED
Q218091,Q182223,INFLUENCED
Q3120087,Q8020378,INFLUENCED
Q52463,Q260424,INFLUENCED
Q294927,Q135070657,INFLUENCED
Q3465,Q30308127,INFLUENCED
Q115979,Q126960486,INFLUENCED
Q86105,Q1687123,INFLUENCED
Q181529,Q108184,INFLUENCED
Q35548,Q42934,INFLUENCED
Q270693,Q107354096,INFLUENCED
Q1631941,Q25930011,INFLUENCED
Q111074,Q318475,INFLUENCED
Q1744,Q11975,INFLUENCED
Q16730480,Q50378419,INFLUENCED
Q130554931,Q130555490,INFLUENCED
Q37693,Q718409,INFLUENCED
Q1773977,Q5233812,INFLUENCED
Q1922274,Q3228051,INFLUENCED
Q5105,Q192655,INFLUENCED
Q1358683,Q136334016,INFLUENCED
Q1631859,Q455918,INFLUENCED
Q76518,Q57112,INFLUENCED
Q36268,Q20742885,INFLUENCED
Q2306,Q106388746,INFLUENCED
Q84412,Q60750,INFLUENCED
Q11617,Q78843163,INFLUENCED
Q105063290,Q110236574,INFLUENCED
Q531796,Q124389869,INFLUENCED
Q642988,Q485825,INFLUENCED
Q11794989,Q2353191,INFLUENCED
Q165792,Q445939,INFLUENCED
Q215263,Q44461,INFLUENCED
Q174817,Q18852,INFLUENCED
Q15777,Q79598,INFLUENCED
Q16943890,Q6759495,INFLUENCED
Q123280,Q5077557,INFLUENCED
Q93429781,Q128918178,INFLUENCED
Q35802,Q60982363,INFLUENCED
Q312434,Q102104710,INFLUENCED
Q310960,Q15455797,INFLUENCED
Q22908553,Q135493744,INFLUENCED
Q2281930,Q135718706,INFLUENCED
Q1740191,Q2413003,INFLUENCED
Q677706,Q92638,INFLUENCED
Q299595,Q92614,INFLUENCED
Q1405243,Q21130532,INFLUENCED
Q1325963,Q131440882,INFLUENCED
Q33977,Q493,INFLUENCED
Q1225104,Q592832,INFLUENCED
Q48187,Q190155,INFLUENCED
Q25328,Q3499274,INFLUENCED
Q42207,Q2352880,INFLUENCED
Q334180,Q312434,INFLUENCED
Q434913,Q4140065,INFLUENCED
Q2985327,Q2980182,INFLUENCED
Q344983,Q6945890,INFLUENCED
Q110249267,Q78061707,INFLUENCED
Q1484289,Q10307888,INFLUENCED
Q34010,Q51160183,INFLUENCED
